# dataset A: 21263 rows, 3365 chemical families. data/train.csv rows; family = tc_pipeline.chemical_families(data/unique_m.csv).
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4
5244,90,Ca|Cu|O|Pb|Sr|Y,0,3,2,3,4,0,1,0,3,3,1
5245,594,Ca|Cu|F|O|Pb|Sr|Y,4,4,3,1,3,0,4,1,1,3,1
5246,594,Ca|Cu|F|O|Pb|Sr|Y,4,4,3,1,3,0,4,0,1,2,2
5247,594,Ca|Cu|F|O|Pb|Sr|Y,4,4,3,1,3,0,2,1,4,3,3
5248,594,Ca|Cu|F|O|Pb|Sr|Y,4,4,3,1,3,0,4,2,1,0,1
5249,595,Cd|Cu|La|O|Pb|Sr,3,4,0,0,3,0,0,4,0,2,0
5250,595,Cd|Cu|La|O|Pb|Sr,3,4,0,0,3,0,4,2,4,1,1
5251,595,Cd|Cu|La|O|Pb|Sr,3,4,0,0,3,0,4,2,3,3,1
5252,596,Ba|Cu|Eu|Gd|Nd|O,0,0,2,1,2,2,2,0,2,1,2
5253,597,Ba|Cu|Gd|Nd|O|Sm,3,1,3,1,0,1,0,1,2,0,2
5254,598,Ba|Cu|Eu|Nd|O|Sm,2,2,0,1,3,2,1,2,4,4,3
5255,599,Ba|Cu|Eu|Gd|O|Sm,1,0,1,0,4,1,3,0,4,3,3
5256,501,Ba|Ca|Cu|La|O|Pr,3,0,1,1,4,1,2,0,1,4,0
5257,11,Ba|Cu|Nd|O,2,2,2,2,1,2,2,2,4,1,3
5258,600,Ce|Cu|O|Pr|Sr,3,1,0,1,1,1,3,1,2,1,1
5259,600,Ce|Cu|O|Pr|Sr,3,1,0,1,1,1,4,0,2,2,3
5260,118,Ce|Cu|O|Pr,3,0,4,2,3,3,2,0,0,4,3
5261,118,Ce|Cu|O|Pr,3,0,4,2,3,3,3,2,4,0,2
5262,593,Bi|C|Ca|Cu|H|N|O|Sr|Zn,1,2,3,3,0,3,4,0,2,1,3
5263,593,Bi|C|Ca|Cu|H|N|O|Sr|Zn,1,2,3,3,0,3,2,4,1,3,3
5264,593,Bi|C|Ca|Cu|H|N|O|Sr|Zn,1,2,3,3,0,3,3,0,4,3,2
5265,593,Bi|C|Ca|Cu|H|N|O|Sr|Zn,1,2,3,3,0,3,1,0,4,2,2
5266,118,Ce|Cu|O|Pr,3,0,4,2,3,3,2,2,1,1,1
5267,118,Ce|Cu|O|Pr,3,0,4,2,3,3,3,2,1,3,2
5268,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,0,4,3,1,0
5269,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,4,2,3,3
5270,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,3,3,2,2
5271,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,4,1,1,4
5272,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,4,1,1,2
5273,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,1,0,0,1
5274,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,4,0,0,2
5275,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,3,1,3,1
5276,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,0,4,4,1
5277,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,4,2,3,2
5278,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,4,0,0,3
5279,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,4,4,0,4
5280,0,Ba|Cu|La|O,2,4,2,3,0,4,0,0,2,1,0
5281,0,Ba|Cu|La|O,2,4,2,3,0,4,2,0,2,0,4
5282,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,3,0,2,0,1
5283,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,1,2,2,3
5284,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,0,1,1,4
5285,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,2,0,1,1
5286,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,3,0,0,2
5287,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,2,0,4,1,0
5288,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,2,1,1,4
5289,601,Ba|O|Pr|Y,0,1,4,1,4,0,3,2,3,1,1
5290,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,4,1,3,1,1
5291,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,0,2,3,1
5292,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,3,4,1,3
5293,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,3,2,0,1
5294,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,4,2,1,0,4
5295,90,Ca|Cu|O|Pb|Sr|Y,0,3,2,3,4,0,1,4,4,3,3
5296,578,Ca|Cr|Cu|O|Pb|Sr|Y,4,0,2,1,2,2,1,1,2,4,0
5297,90,Ca|Cu|O|Pb|Sr|Y,0,3,2,3,4,0,0,3,2,0,3
5298,578,Ca|Cr|Cu|O|Pb|Sr|Y,4,0,2,1,2,2,2,3,1,1,0
5299,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,0,4,3,4
5300,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,1,3,0,0,0
5301,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,3,3,1,1,1
5302,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,1,3,3,0
5303,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,2,2,3,1,0
5304,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,2,0,1,0,0
5305,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,4,2,0,2,0
5306,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,1,1,4,3,0
5307,4,Ba|Ca|Cu|O|Y,3,0,0,0,2,3,1,0,2,3,0
5308,602,Ca|Cu|Hg|Nd|O|Sr|V,1,1,0,2,0,1,4,2,0,0,0
5309,602,Ca|Cu|Hg|Nd|O|Sr|V,1,1,0,2,0,1,4,1,4,4,1
5310,602,Ca|Cu|Hg|Nd|O|Sr|V,1,1,0,2,0,1,4,2,3,1,0
5311,602,Ca|Cu|Hg|Nd|O|Sr|V,1,1,0,2,0,1,4,4,2,0,0
5312,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,0,0,1,0
5313,306,Ba|Cu|Hg|O,4,0,0,2,4,0,3,0,3,0,3
5314,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,4,4,0,1,3
5315,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,3,1,3,1
5316,603,Ba|Cu|F|Hg|O,1,4,3,0,0,4,2,4,4,1,0
5317,476,Ba|Ca|Cu|F|Hg|O,0,1,1,0,4,0,3,4,3,2,3
5318,476,Ba|Ca|Cu|F|Hg|O,0,1,1,0,4,0,0,3,3,0,3
5319,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,0,4,4,4,4
5320,476,Ba|Ca|Cu|F|Hg|O,0,1,1,0,4,0,2,2,4,2,0
5321,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,0,1,4,3,1
5322,476,Ba|Ca|Cu|F|Hg|O,0,1,1,0,4,0,1,0,3,1,4
5323,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,0,3,2,1,4
5324,604,Ba|Bi|Ca|Cu|O|Tl,2,4,3,4,0,1,3,3,0,0,0
5325,369,Cu|O|Sr,1,1,2,1,4,3,3,4,4,3,4
5326,369,Cu|O|Sr,1,1,2,1,4,3,3,1,4,2,3
5327,36,Bi|Cu|O|Sr,2,2,4,1,2,0,1,4,3,1,1
5328,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,2,4,0,4
5329,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,0,1,2,0,4
5330,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,4,1,4,2,2
5331,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,0,4,2,3,1
5332,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,4,2,4,0,3
5333,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,0,4,1,4,2
5334,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,0,3,4,2,4
5335,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,3,1,3,4,4
5336,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,4,3,2,2,4
5337,605,Ba|Cu|Nd|O|Y,0,4,0,3,1,3,1,1,4,2,0
5338,370,Ca|Cu|O|Sr,3,3,1,1,0,0,0,0,3,4,4
5339,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,1,4,2,2
5340,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,4,2,4,2,3
5341,476,Ba|Ca|Cu|F|Hg|O,0,1,1,0,4,0,2,1,3,0,0
5342,476,Ba|Ca|Cu|F|Hg|O,0,1,1,0,4,0,2,2,4,2,4
5343,606,Ba|Ca|Cu|Fe|Hg|O,1,4,4,1,2,4,4,0,1,1,1
5344,383,Ca|Cu|O|Tm,2,2,0,2,4,4,1,3,2,2,4
5345,607,Ba|K|O|Pb,4,4,1,4,4,4,3,2,2,4,4
5346,2,Cu|La|O|Sr,1,2,3,2,2,0,4,4,4,1,3
5347,608,Cu|La|Li|O|Sr,2,3,1,2,3,0,4,3,2,3,1
5348,608,Cu|La|Li|O|Sr,2,3,1,2,3,0,3,1,4,3,2
5349,608,Cu|La|Li|O|Sr,2,3,1,2,3,0,4,3,0,2,0
5350,609,Cu|Nd|O,1,1,4,4,2,1,2,0,0,3,4
5351,243,Cu|F|Nd|O,1,3,4,2,2,4,4,2,2,4,4
5352,243,Cu|F|Nd|O,1,3,4,2,2,4,2,3,2,2,1
5353,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,4,4,4,4,3
5354,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,4,0,2,1
5355,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,1,4,1,3
5356,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,0,2,0,1,2
5357,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,0,3,0,3,2
5358,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,1,3,3,4
5359,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,3,0,2,0
5360,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,1,2,0,3
5361,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,3,1,0,3
5362,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,1,2,1,2
5363,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,1,2,2,1
5364,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,3,0,2,4
5365,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,4,4,3,4
5366,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,2,4,4,1
5367,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,1,4,3,1
5368,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,3,0,3,1
5369,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,0,1,2,0
5370,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,4,2,1,2
5371,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,4,3,3,2,2
5372,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,4,1,1,3,3
5373,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,1,3,0,0
5374,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,4,1,0,0
5375,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,1,3,1,1
5376,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,4,2,1,1,3
5377,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,3,0,0,2,1
5378,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,1,2,3,0
5379,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,2,4,3,3,4
5380,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,0,4,3,3,2
5381,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,1,4,0,2,4
5382,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,4,2,2,2,3
5383,189,Cu|La|O|Pb|Sr,3,0,2,3,3,1,4,4,3,4,3
5384,606,Ba|Ca|Cu|Fe|Hg|O,1,4,4,1,2,4,3,0,3,3,3
5385,606,Ba|Ca|Cu|Fe|Hg|O,1,4,4,1,2,4,2,0,1,2,0
5386,606,Ba|Ca|Cu|Fe|Hg|O,1,4,4,1,2,4,1,1,0,0,0
5387,606,Ba|Ca|Cu|Fe|Hg|O,1,4,4,1,2,4,3,2,1,0,3
5388,281,Ba|Cu|O|Sr|Yb,1,4,2,1,1,0,4,1,1,2,4
5389,281,Ba|Cu|O|Sr|Yb,1,4,2,1,1,0,1,4,4,1,1
5390,281,Ba|Cu|O|Sr|Yb,1,4,2,1,1,0,4,2,1,0,4
5391,281,Ba|Cu|O|Sr|Yb,1,4,2,1,1,0,2,3,0,0,4
5392,281,Ba|Cu|O|Sr|Yb,1,4,2,1,1,0,3,2,2,1,3
5393,281,Ba|Cu|O|Sr|Yb,1,4,2,1,1,0,4,1,2,0,1
5394,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,4,3,0,0
5395,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,0,4,3,0
5396,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,0,1,1,1
5397,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,3,1,1,2
5398,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,0,2,4,2
5399,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,1,2,3,0
5400,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,4,4,0,2,3
5401,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,2,1,0,4
5402,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,4,2,2,4,4
5403,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,4,4,1,4,1
5404,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,4,0,4,0
5405,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,4,4,2,3,4
5406,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,2,4,2,2
5407,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,4,2,0,3
5408,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,1,0,2,2
5409,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,0,4,3,0
5410,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,4,1,4,3,1
5411,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,1,1,0,3,0
5412,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,1,4,1,1,0
5413,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,4,0,4,1
5414,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,4,3,4,1,0
5415,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,2,2,0,0
5416,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,1,4,2,1
5417,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,0,3,4,1
5418,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,0,2,1,0
5419,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,3,2,4,4
5420,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,2,2,2,4,1
5421,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,0,4,0,1
5422,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,3,3,2,3,1
5423,238,Ba|Ca|Cu|O|Sr|Yb,1,1,3,1,2,2,0,2,3,0,1
5424,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,2,0,3,1,4
5425,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,0,2,2,0
5426,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,1,4,1,0,3
5427,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,0,4,0,1,0
5428,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,1,4,4,4,1
5429,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,3,3,4,1,4
5430,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,3,4,2,1
5431,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,0,1,4,3
5432,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,3,4,3,0,1
5433,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,3,0,3,1
5434,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,3,1,4,4,1
5435,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,0,1,4,4,2
5436,610,Ca|Cu|O|S|Sr|Y,4,1,0,2,2,3,3,2,4,0,2
5437,611,Ba|C|Ca|Cu|N|O|Y,0,3,4,0,1,2,0,3,0,2,0
5438,612,Bi|C|Cu|O|Sr|Tl,0,3,1,3,2,3,1,3,0,4,3
5439,612,Bi|C|Cu|O|Sr|Tl,0,3,1,3,2,3,0,1,3,0,1
5440,612,Bi|C|Cu|O|Sr|Tl,0,3,1,3,2,3,0,1,2,1,1
5441,612,Bi|C|Cu|O|Sr|Tl,0,3,1,3,2,3,1,1,2,3,0
5442,389,Bi|C|Cu|O|Sr,1,3,2,4,0,2,4,1,2,4,0
5443,461,C|Cu|O|Pb|Sr|Tl,2,0,4,4,3,2,2,2,1,4,4
5444,461,C|Cu|O|Pb|Sr|Tl,2,0,4,4,3,2,4,0,1,1,1
5445,461,C|Cu|O|Pb|Sr|Tl,2,0,4,4,3,2,1,4,3,0,2
5446,461,C|Cu|O|Pb|Sr|Tl,2,0,4,4,3,2,4,3,1,1,1
5447,534,Ba|C|Cu|O|Sr,1,2,0,4,4,0,3,2,1,1,3
5448,301,B|Ba|Cu|O|Sr|Y,3,2,0,2,0,0,1,3,1,2,3
5449,392,B|Ba|Ca|Cu|O|Sr|Y,2,1,3,4,0,1,1,4,0,2,2
5450,389,Bi|C|Cu|O|Sr,1,3,2,4,0,2,4,3,4,2,4
5451,613,Ba|C|Ca|Cu|O|Sr|Y,1,3,0,3,1,4,4,3,1,0,0
5452,614,Ba|C|Ca|Cu|O|Pr|Sr,3,3,2,1,1,0,0,4,3,1,2
5453,615,Ba|C|Ca|Cu|Nd|O|Sr,2,1,1,1,1,1,0,0,4,2,0
5454,616,Ba|C|Ca|Cu|O|Sm|Sr,0,0,1,2,3,2,2,3,3,0,1
5455,617,Ba|C|Cu|Eu|O|Pr|Sr,3,3,4,2,0,2,1,0,0,0,2
5456,618,Ba|C|Ca|Cu|Gd|O|Sr,1,0,3,3,3,0,3,4,3,0,3
5457,619,Ba|C|Ca|Cu|Dy|O|Sr,2,1,2,0,4,4,3,0,3,0,3
5458,620,Ba|C|Ca|Cu|Ho|O|Sr,0,2,1,2,2,1,3,1,4,4,1
5459,621,Ba|C|Ca|Cu|Er|O|Sr,4,0,4,1,4,4,1,0,0,2,1
5460,622,Ba|C|Ca|Cu|O|Sr|Tm,2,3,3,0,4,3,2,4,0,0,1
5461,623,Ba|C|Ca|Cu|O|Sr|Yb,0,4,0,4,2,2,0,0,2,1,2
5462,624,Ba|C|Ca|Cu|Lu|O|Sr,4,4,4,3,3,2,3,1,4,3,1
5463,610,Ca|Cu|O|S|Sr|Y,4,1,0,2,2,3,0,0,0,2,2
5464,625,Ba|Ca|Cu|O|S|Sr|Y,1,3,2,2,4,3,0,4,3,1,3
5465,625,Ba|Ca|Cu|O|S|Sr|Y,1,3,2,2,4,3,1,3,0,1,3
5466,625,Ba|Ca|Cu|O|S|Sr|Y,1,3,2,2,4,3,0,2,2,3,1
5467,626,Cu|O|S|Sr|Y,0,3,4,3,1,2,2,1,4,2,2
5468,570,Ba|Cu|O|S|Sr|Y,3,0,3,2,3,1,2,2,4,1,2
5469,627,C|Ca|Cu|O|Sr,0,4,0,0,2,4,0,0,0,2,4
5470,628,Ca|Cu|O|P|Sr|Y,3,0,2,3,0,4,1,2,4,1,1
5471,629,Ba|Cu|O|P|Sr|Y,3,2,3,0,2,3,4,3,1,4,1
5472,630,Ba|Ca|Cu|O|P|Sr|Y,2,3,0,4,0,1,0,3,3,1,1
5473,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,0,4,0,3
5474,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,2,0,2,1,1
5475,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,3,3,1,1
5476,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,1,0,2,0,2
5477,307,Ba|Ca|Cu|Hg|O,2,4,3,2,4,3,4,2,1,3,2
5478,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,3,4,3,3
5479,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,4,2,4,0
5480,306,Ba|Cu|Hg|O,4,0,0,2,4,0,2,0,4,4,3
5481,306,Ba|Cu|Hg|O,4,0,0,2,4,0,1,1,1,3,3
5482,306,Ba|Cu|Hg|O,4,0,0,2,4,0,2,3,1,2,1
5483,306,Ba|Cu|Hg|O,4,0,0,2,4,0,3,1,0,2,3
5484,306,Ba|Cu|Hg|O,4,0,0,2,4,0,4,2,0,4,3
5485,306,Ba|Cu|Hg|O,4,0,0,2,4,0,0,2,3,1,0
5486,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,2,2,2,3,3
5487,631,Ba|Ca|Cu|Hg|O|Re,2,3,2,0,1,2,0,3,4,4,1
5488,631,Ba|Ca|Cu|Hg|O|Re,2,3,2,0,1,2,1,0,4,2,1
5489,632,Bi|Ca|Cu|Hg|O|Sr,3,3,1,2,0,1,2,1,3,2,1
5490,632,Bi|Ca|Cu|Hg|O|Sr,3,3,1,2,0,1,1,1,2,3,1
5491,632,Bi|Ca|Cu|Hg|O|Sr,3,3,1,2,0,1,2,2,3,2,3
5492,632,Bi|Ca|Cu|Hg|O|Sr,3,3,1,2,0,1,1,0,0,3,4
5493,633,Ca|Cu|Ga|O|Sr|Yb,0,2,4,2,2,3,3,1,1,1,1
5494,633,Ca|Cu|Ga|O|Sr|Yb,0,2,4,2,2,3,0,3,3,1,3
5495,0,Ba|Cu|La|O,2,4,2,3,0,4,0,3,3,4,0
5496,568,Ba|Cu|Fe|La|O,0,1,3,1,1,2,2,0,0,2,0
5497,568,Ba|Cu|Fe|La|O,0,1,3,1,1,2,2,4,3,2,2
5498,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,1,2,1,3
5499,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,1,0,1,2,1
5500,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,0,0,2,0,1
5501,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,0,3,1,1,3
5502,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,1,3,3,3,4
5503,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,1,2,0,0
5504,46,Ba|Cu|F|O|Y,2,4,3,3,2,3,3,1,2,0,0
5505,46,Ba|Cu|F|O|Y,2,4,3,3,2,3,2,3,2,0,0
5506,46,Ba|Cu|F|O|Y,2,4,3,3,2,3,2,0,0,1,0
5507,288,Ba|Ca|Cu|La|Nd|O,4,3,1,1,2,2,0,1,4,3,2
5508,289,Ba|Ca|Cu|Nd|O,3,0,0,3,1,0,1,0,1,3,1
5509,286,Ba|Ca|Cu|La|O|Sm,4,1,3,1,3,0,2,0,0,2,0
5510,286,Ba|Ca|Cu|La|O|Sm,4,1,3,1,3,0,2,0,3,0,1
5511,286,Ba|Ca|Cu|La|O|Sm,4,1,3,1,3,0,1,1,4,0,1
5512,501,Ba|Ca|Cu|La|O|Pr,3,0,1,1,4,1,3,3,3,2,4
5513,501,Ba|Ca|Cu|La|O|Pr,3,0,1,1,4,1,2,3,3,1,0
5514,501,Ba|Ca|Cu|La|O|Pr,3,0,1,1,4,1,0,1,3,4,2
5515,5,Ca|Cu|La|O,0,2,3,4,0,3,4,2,3,2,4
5516,592,Ba|Ca|Cu|Dy|La|O,3,3,0,0,1,0,3,4,2,0,3
5517,592,Ba|Ca|Cu|Dy|La|O,3,3,0,0,1,0,4,4,4,2,1
5518,592,Ba|Ca|Cu|Dy|La|O,3,3,0,0,1,0,1,1,2,1,3
5519,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,2,0,4,3,2
5520,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,4,2,2,4,4
5521,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,3,3,0,2
5522,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,4,3,3,0,2
5523,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,3,1,0,3
5524,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,3,1,1,4
5525,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,1,4,4,3
5526,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,2,2,4,3,3
5527,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,2,2,3,0
5528,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,1,2,1,2
5529,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,3,1,3,3,0
5530,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,2,4,4,3,2
5531,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,4,0,4,4,3
5532,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,4,1,2,0
5533,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,1,2,0,0
5534,39,Ba|Cu|H|O|Y,3,0,2,2,3,2,4,1,2,1,4
5535,39,Ba|Cu|H|O|Y,3,0,2,2,3,2,4,4,4,2,1
5536,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,4,0,2,2
5537,39,Ba|Cu|H|O|Y,3,0,2,2,3,2,2,2,1,2,4
5538,39,Ba|Cu|H|O|Y,3,0,2,2,3,2,0,4,3,0,4
5539,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,1,0,1,2,0
5540,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,1,3,2,3,0
5541,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,0,4,1,2,4
5542,634,Ce|Cu|O|Sr|Ti|Y,2,0,2,3,2,2,3,1,4,3,2
5543,635,Ce|Cu|O|Sr|V|Y,1,0,1,4,2,4,0,1,3,3,0
