dataset,seed,group,y,pred,nn_dist,violated
B,2,291,90.0,116.07199,0.2621017396450043,1
B,2,473,76.0,58.299942,0.5123524069786072,1
B,2,1422,5.9,5.272222,1.8471012115478516,0
B,2,54,4.45,4.4677987,3.191030979156494,0
B,2,152,80.0,70.603134,0.4842303693294525,0
B,2,473,80.0,75.04125,0.09526877105236053,0
B,2,2553,1.8,2.0517147,3.4226725101470947,0
B,2,286,66.78571429,55.52429,0.16354802250862122,0
B,2,23,5.5,7.7357273,2.896646738052368,0
B,2,1025,7.42,15.2137165,2.1603963375091553,0
B,2,1656,3.7,3.7989523,3.7275350093841553,0
B,2,68,4.15,5.487225,5.036479949951172,0
B,2,993,16.0,13.727297,0.8631269335746765,0
B,2,2584,1.533333333,5.3619313,1.711862564086914,0
B,2,621,68.6,59.44749,0.40898650884628296,0
B,2,681,3.2,2.50476,2.774972438812256,0
B,2,477,10.3,9.723972,2.0445077419281006,0
B,2,129,15.8,48.05194,0.17355288565158844,1
B,2,587,94.8,39.07804,0.7018606662750244,1
B,2,418,7.54,4.7052803,7.874821662902832,0
B,2,2589,2.9,2.660578,1.7911392450332642,0
B,2,856,6.25,6.856137,3.110586643218994,0
B,2,1004,2.1,2.214057,2.4484286308288574,0
B,2,1559,4.3,14.228927,2.035459518432617,0
B,2,2594,8.405,6.390089,3.456234931945801,0
B,2,2595,6.25,4.65274,1.5781264305114746,0
B,2,82,2.65,2.8633015,1.146302342414856,0
B,2,2597,7.63,6.2320113,1.3461610078811646,0
B,2,729,6.0,20.72498,6.805217742919922,1
B,2,494,2.9,5.801612,4.473071098327637,0
B,2,816,25.3,16.057447,1.1545907258987427,0
B,2,290,80.0,74.16486,0.2574686110019684,0
B,2,523,6.8,4.4579115,2.010932445526123,0
B,2,2598,0.80775,2.7119043,3.4912445545196533,0
B,2,1332,80.0,83.74687,0.44516682624816895,0
B,2,286,64.4,59.676125,0.567785918712616,0
B,2,2600,35.1,33.42905,0.9244481325149536,0
B,2,2420,0.8125,0.86401814,1.981363296508789,0
B,2,743,12.4,8.946208,1.3374296426773071,0
B,2,784,4.8,5.772112,1.9032799005508423,0
B,2,2601,24.5,16.390648,4.831923007965088,0
B,2,199,10.3,10.865736,1.8577001094818115,0
B,2,286,3.5,39.662796,0.3091670870780945,1
B,2,601,0.048,0.9515807,3.348574638366699,0
B,2,143,1.71,2.1238232,3.663893222808838,0
B,2,2605,4.4,4.288104,0.5420033931732178,0
B,2,152,72.9,76.79642,0.1470278948545456,0
B,2,62,17.2,13.54434,1.986232042312622,0
B,2,273,13.7,28.324438,0.9125223755836487,1
B,2,216,40.0,13.991646,0.2241767793893814,1
B,2,1267,19.2,9.577204,2.013411283493042,0
B,2,98,8.68,5.4541874,2.5272741317749023,0
B,2,1843,2.03,1.3103316,3.908792734146118,0
B,2,1864,0.667,2.6427476,2.252453327178955,0
B,2,2610,0.99,8.6573305,4.686692237854004,0
B,2,216,36.9,44.792553,0.22657710313796997,0
B,2,2612,2.95,2.5105422,0.8961284160614014,0
B,2,171,17.75,15.833034,0.03957848250865936,0
B,2,142,9.6,7.397486,0.7220410704612732,0
B,2,142,10.05,7.3986926,0.6995041966438293,0
B,2,2615,7.1,7.3762617,0.9171950221061707,0
B,2,240,16.0,15.472846,1.5569791793823242,0
B,2,2002,5.6,5.954314,2.184176206588745,0
B,2,1097,3.8,3.08856,3.90038800239563,0
B,2,831,1.17,7.1126146,2.6174204349517822,0
B,2,76,6.5,7.702479,2.4173197746276855,0
B,2,199,10.6,12.161091,1.817853569984436,0
B,2,1661,1.986666667,1.1752529,4.5991034507751465,0
B,2,79,13.0,11.1750345,0.11120831221342087,0
B,2,2617,1.65,3.078193,2.784759759902954,0
B,2,1089,2.9,3.1634068,1.6569666862487793,0
B,2,1494,8.1,9.15107,1.384534239768982,0
B,2,2618,7.07,6.041165,3.6154944896698,0
B,2,2619,44.0,33.59406,1.3539825677871704,0
B,2,290,70.0,59.518585,0.30483585596084595,0
B,2,130,0.38,1.7982539,2.597656011581421,0
B,2,729,3.5,2.9745302,4.471234321594238,0
B,2,2105,7.66,8.430148,0.11922935396432877,0
B,2,1097,1.6,1.9566638,4.364664554595947,0
B,2,1167,4.11,5.0011206,4.093732833862305,0
B,2,2479,1.03,2.0991902,2.572946310043335,0
B,2,2622,40.0,26.211592,1.4908206462860107,1
B,2,1254,2.5,6.247668,1.2991129159927368,0
B,2,456,11.68,10.429126,2.7742176055908203,0
B,2,476,75.0,65.758415,0.8469260931015015,0
B,2,527,0.055,0.71365595,2.3606109619140625,0
B,2,2623,13.9,9.453263,2.0268187522888184,0
B,2,2624,3.1,2.748105,4.910210132598877,0
B,2,2625,80.0,68.14511,0.418260395526886,1
B,2,2271,36.0,30.074785,0.9123397469520569,0
B,2,152,82.0,64.777794,0.4408566653728485,1
B,2,816,26.9,13.237004,1.261754035949707,1
B,2,468,2.27,3.751021,4.1157331466674805,0
B,2,521,3.0,4.252214,2.170668363571167,0
B,2,2461,5.6,3.1017823,4.447301864624023,0
B,2,2434,71.0,49.155224,1.3472919464111328,1
B,2,336,25.6,33.973557,0.3287472426891327,0
B,2,515,25.0,82.37457,1.693007469177246,1
B,2,1157,5.82,4.975517,2.468799591064453,0
B,2,2632,3.4,2.6158245,5.321362018585205,0
B,2,2633,2.1,3.8607397,2.797220468521118,0
B,2,2174,1.4,1.4503448,2.746661424636841,0
B,2,2634,1.79,3.477961,1.0626052618026733,0
B,2,1277,32.8,27.498337,0.7711970210075378,0
B,2,788,90.1,76.54812,0.18127071857452393,1
B,2,2636,25.05,17.355091,2.146885871887207,0
B,2,1235,73.0,69.74679,0.10720114409923553,0
B,2,62,20.29,11.964502,1.7438164949417114,0
B,2,286,84.1,81.66064,0.13420630991458893,0
B,2,1500,1.6,1.1947455,0.5535523891448975,0
B,2,236,89.8,87.37055,0.4379628598690033,0
B,2,62,20.7,14.080853,2.024540424346924,0
B,2,2136,87.7,86.54693,0.4787920117378235,0
B,2,2638,9.0,15.720005,5.193345546722412,0
B,2,2430,33.8,80.4467,1.5699923038482666,1
B,2,581,7.38,6.214891,1.7484430074691772,0
B,2,1517,3.14,2.6160188,2.422502279281616,0
B,2,1642,1.18,3.7754219,6.274731159210205,0
B,2,504,20.7,15.152548,1.7120238542556763,0
B,2,241,13.6,11.256957,0.610946774482727,0
B,2,786,4.3,2.9658387,6.313057899475098,0
B,2,857,7.0,19.479422,1.730323076248169,1
B,2,2643,2.32,3.3072426,7.909776210784912,0
B,2,2023,8.0,59.463703,1.5659756660461426,1
B,2,129,42.0,58.635586,0.28915053606033325,1
B,2,2645,4.88,4.310107,2.308669328689575,0
B,2,647,0.9,1.7493991,5.047033309936523,0
B,2,2013,2.8,2.3741574,7.094080924987793,0
B,2,1300,6.4,5.191909,4.950145244598389,0
B,2,556,4.43,8.999081,4.249131202697754,0
B,2,2088,11.1,32.177853,0.1928248554468155,1
B,2,356,6.185,6.9320235,2.4165172576904297,0
B,2,1519,3.26,2.0560277,4.750049591064453,0
B,2,473,55.0,54.416733,0.10373006761074066,0
B,2,241,13.3,10.850102,0.6432986855506897,0
B,2,84,1.449,4.8900237,2.194340229034424,0
B,2,904,91.7,47.4733,0.20728373527526855,1
B,2,2649,40.0,27.206861,0.822627604007721,1
B,2,227,1.88,0.76270777,3.9992411136627197,0
B,2,54,5.72,5.0676074,3.4776852130889893,0
B,2,2651,85.0,84.3281,1.176196813583374,0
B,2,79,6.0,10.254171,0.5602139830589294,0
B,2,784,6.2,5.077697,3.2594730854034424,0
B,2,208,7.175,3.4486704,3.183389663696289,0
B,2,2212,71.5,82.5376,1.278493046760559,0
B,2,1459,15.2,15.1935,3.144984722137451,0
B,2,227,2.25,1.4241838,4.021653175354004,0
B,2,2654,92.0,82.94586,0.6065112352371216,0
B,2,152,80.8,77.07501,0.09047786891460419,0
B,2,1127,5.1,4.257421,2.911839246749878,0
B,2,2657,4.3,6.457495,0.5592334270477295,0
B,2,33,17.0,9.021985,2.040222406387329,0
B,2,2659,6.82,5.095084,1.8254674673080444,0
B,2,1260,8.7,10.198275,1.4848768711090088,0
B,2,1609,6.8,4.529751,3.836759567260742,0
B,2,241,16.45,6.5565257,4.840442180633545,0
B,2,278,10.1,8.275519,3.882071018218994,0
B,2,2662,1.92,3.4081123,3.32242488861084,0
B,2,286,85.5,73.596,0.19838517904281616,1
B,2,241,10.0,9.9916725,0.9565732479095459,0
B,2,2665,3.0,1.6481493,5.318060398101807,0
B,2,784,8.5,5.9346533,3.660600423812866,0
B,2,655,15.5,24.084734,0.8383677005767822,0
B,2,286,44.5,58.19246,0.15626828372478485,1
B,2,824,1.71,2.65261,2.0103635787963867,0
B,2,1025,11.2,14.655121,2.362339973449707,0
B,2,23,7.4,8.627466,2.142040967941284,0
B,2,477,7.7,7.336027,1.4820009469985962,0
B,2,1986,5.7,5.068688,4.172497272491455,0
B,2,2247,2.75,4.0473924,3.869743824005127,0
B,2,2668,53.6,40.93577,2.127549171447754,1
B,2,1859,6.6,2.538961,3.418506383895874,0
B,2,581,7.07,5.891165,2.1009538173675537,0
B,2,2046,5.09,4.5548606,2.7038350105285645,0
B,2,2671,63.5,62.13122,1.5700026750564575,0
B,2,33,17.6,13.842666,1.1951918601989746,0
B,2,2673,2.686666667,2.9363103,2.965977430343628,0
B,2,504,19.0,18.278631,1.5854332447052002,0
B,2,286,4.6,30.895187,0.3267752230167389,1
B,2,6,32.5,18.44312,1.1425659656524658,1
B,2,216,25.0,21.888954,0.19668714702129364,0
B,2,216,40.0,18.089785,0.24738746881484985,1
B,2,2675,1.4,2.5911555,3.190150737762451,0
B,2,587,93.7,38.60192,0.7069854140281677,1
B,2,788,91.65,76.23884,0.19975268840789795,1
B,2,2247,2.75,4.380992,3.626744270324707,0
B,2,1447,49.0,45.702393,1.3932621479034424,0
B,2,511,3.45,3.3116448,5.086272716522217,0
B,2,157,0.175,0.34281182,3.601961612701416,0
B,2,18,13.8,7.2723336,3.3463351726531982,0
B,2,332,17.3,16.7211,3.4465441703796387,0
B,2,286,60.6,59.742523,0.23878003656864166,0
B,2,241,9.7,10.118116,1.0417066812515259,0
B,2,761,0.72,30.91595,3.624896764755249,1
B,2,611,44.0,24.915756,0.5108164548873901,1
B,2,2681,16.2,11.109841,1.190173625946045,0
B,2,2112,21.5,9.221803,8.059818267822266,1
B,2,290,79.0,76.97069,0.34813639521598816,0
B,2,1288,14.0,33.03413,0.3728788197040558,1
B,2,914,8.7,3.9136765,2.889113426208496,0
B,2,1332,83.9,84.84114,0.36482375860214233,0
B,2,2683,0.82,1.6552032,2.510869026184082,0
B,2,156,0.66,1.1191522,3.5445618629455566,0
B,2,1056,1.09,1.9019139,5.311957836151123,0
B,2,684,135.4,123.78969,1.2265756130218506,1
B,2,1123,3.5,2.2315533,2.1180906295776367,0
B,2,1006,0.14,1.9389532,2.177490234375,0
B,2,33,15.6,8.948437,2.405723810195923,0
B,2,79,14.1,10.385271,0.514836311340332,0
B,2,156,0.53,1.1579319,4.054970741271973,0
B,2,2685,37.0,21.507162,0.966821014881134,1
B,2,157,3.3,1.4386455,4.704930782318115,0
B,2,1780,2.43,2.7280893,3.1448943614959717,0
B,2,2686,3.2,2.5666163,2.5968830585479736,0
B,2,2688,2.63,5.8046026,2.8313870429992676,0
B,2,1599,1.4,1.996903,3.388005018234253,0
B,2,655,28.3,26.057293,0.8388563394546509,0
B,2,1661,3.05,1.1752529,4.5991034507751465,0
B,2,2690,2.3,4.921427,1.8690332174301147,0
B,2,426,8.4,14.213913,0.6758870482444763,0
B,2,227,2.2,1.6177267,4.243260383605957,0
B,2,1379,15.8,36.34899,2.883338689804077,1
B,2,2692,33.9,51.42472,4.370353698730469,1
B,2,119,7.0,14.859534,1.5364012718200684,0
B,2,216,20.0,32.822746,0.19645962119102478,1
B,2,54,4.55,4.401191,3.230283498764038,0
B,2,199,13.3,16.159657,1.7242907285690308,0
B,2,857,12.6,21.837658,1.7460243701934814,0
B,2,2038,2.6,6.4586005,4.485348701477051,0
B,2,1596,1.425,5.8128023,6.304215431213379,0
B,2,152,79.0,74.82104,0.08831491321325302,0
B,2,218,8.5,10.871888,1.1885156631469727,0
B,2,856,3.72,6.2796135,3.111820697784424,0
B,2,263,20.2,15.338322,2.0561392307281494,0
B,2,1395,95.0,72.51273,2.0114552974700928,1
B,2,994,0.82,1.5367785,4.4393768310546875,0
B,2,1167,4.35,3.2455232,4.09273624420166,0
B,2,784,9.116666667,6.335559,3.6246447563171387,0
B,2,473,85.0,84.19952,0.12313799560070038,0
B,2,227,2.56,2.229528,3.9815475940704346,0
B,2,1400,8.91,9.120128,8.644942283630371,0
B,2,1235,13.0,38.781273,0.2911849319934845,1
B,2,60,25.6,27.578686,2.587726593017578,0
B,2,68,3.86,5.223032,4.982578277587891,0
B,2,79,12.5,11.204614,0.2091771364212036,0
B,2,972,1.89,2.086864,2.349672317504883,0
B,2,216,36.9,32.0267,0.1971353143453598,0
B,2,240,22.0,32.955345,0.18744461238384247,0
B,2,1945,107.5,96.70295,0.7078530788421631,0
B,2,290,82.0,82.232475,0.2826229929924011,0
B,2,2715,5.0,6.6645346,5.716925144195557,0
B,2,597,0.52,0.77088416,0.6347317099571228,0
B,2,1127,2.7,4.8380337,3.1976208686828613,0
B,2,2013,2.6,2.0871718,7.240341663360596,0
B,2,62,19.5,10.933065,3.2103776931762695,0
B,2,2307,5.4,14.544217,3.0415587425231934,0
B,2,2716,1.25,3.289278,4.985750198364258,0
B,2,1732,1.4,4.767575,4.827909469604492,0
B,2,2685,37.0,21.654852,0.6339316368103027,1
B,2,1865,5.0,4.048852,2.3764142990112305,0
B,2,2601,25.6,23.08663,4.512188911437988,0
B,2,2717,0.46,0.5517202,2.519167184829712,0
B,2,2234,47.2,33.117344,0.4392448365688324,1
B,2,2533,11.0,24.54238,0.34200069308280945,1
B,2,156,0.21,1.0490901,3.847996234893799,0
B,2,1281,2.755,9.268048,3.341620683670044,0
B,2,290,73.0,65.001884,0.17986038327217102,0
B,2,62,19.6,17.19178,2.065974473953247,0
B,2,200,0.028,-0.33621836,1.4783488512039185,0
B,2,2722,1.975,4.0869017,9.834921836853027,0
B,2,733,4.9,4.5774584,1.8977805376052856,0
B,2,84,3.478,5.922232,2.8452539443969727,0
B,2,2726,15.0,14.034661,3.954357385635376,0
B,2,2332,55.0,74.25617,0.9527778029441833,1
B,2,961,35.8,79.13175,1.014672875404358,1
B,2,684,134.2,123.50256,1.2268885374069214,0
B,2,2728,9.2,9.349608,2.706300735473633,0
B,2,2729,3.46,3.2799025,5.067330837249756,0
B,2,79,8.2,10.007578,0.7415975332260132,0
B,2,2479,3.36,2.4952424,1.9470831155776978,0
B,2,734,5.3,5.176806,2.8624794483184814,0
B,2,273,18.1,24.148155,0.9503064751625061,0
B,2,1294,2.92,16.52187,3.0726277828216553,1
B,2,286,18.7,38.370827,0.31253543496131897,1
B,2,477,9.7,9.36153,1.9934941530227661,0
B,2,194,7.7,6.319011,0.8516649603843689,0
B,2,684,127.0,115.65725,1.4041574001312256,0
B,2,2733,1.8,2.043398,5.764678478240967,0
B,2,1741,29.0,51.08231,2.2865893840789795,1
B,2,684,108.5,118.12444,1.1662788391113281,0
B,2,2736,6.0,3.8553836,4.9210615158081055,0
B,2,152,81.0,77.36627,0.3755384087562561,0
B,2,2534,41.4,21.216892,0.2757720947265625,1
B,2,152,82.8,75.26771,0.39442726969718933,0
B,2,1457,1.65,4.4770136,3.193272352218628,0
B,2,215,3.315,3.8680542,3.903445243835449,0
B,2,263,20.3,14.649949,2.701124906539917,0
B,2,476,70.25,51.69147,0.730822741985321,1
B,2,216,19.8,20.299719,0.19659024477005005,0
B,2,2742,2.3825,1.50409,3.4570860862731934,0
B,2,286,63.66666667,52.296116,0.29688623547554016,0
B,2,2744,29.0,16.495974,2.8081114292144775,1
B,2,152,74.0,71.02883,0.4848322570323944,0
B,2,810,32.3,18.776155,0.5387468338012695,1
B,2,798,1.54,5.6108766,3.078270673751831,0
B,2,216,16.0,16.890585,0.24744421243667603,0
B,2,79,9.7,11.312338,0.3894810378551483,0
B,2,1298,64.8,51.021236,2.696303129196167,1
B,2,2533,9.0,24.581078,0.36277681589126587,1
B,2,23,9.8,12.516307,1.6625168323516846,0
B,2,684,101.0,120.00705,1.1667286157608032,1
B,2,1022,3.1,3.0822146,1.48789644241333,0
B,2,2745,119.0,85.1479,1.0824335813522339,1
B,2,2746,6.2,16.120062,2.854288101196289,0
B,2,173,0.68,3.4897618,2.037119150161743,0
B,2,216,19.5,18.816132,0.19647596776485443,0
B,2,2749,21.0,18.631927,2.7721164226531982,0
B,2,152,78.0,66.99291,0.45079323649406433,0
B,2,499,14.0,7.642413,4.6847734451293945,0
B,2,2750,8.6,1.2917554,4.49397087097168,0
B,2,1674,77.0,55.59955,0.38313746452331543,1
B,2,1116,2.72,1.8627881,2.638981580734253,0
B,2,2751,45.0,61.27849,1.3977423906326294,1
B,2,68,0.788,5.623673,5.286111831665039,0
B,2,84,3.625,5.941935,2.7826623916625977,0
B,2,2752,32.0,27.462519,1.9756407737731934,0
B,2,1661,0.8,2.7337258,4.052575588226318,0
B,2,1439,8.56,4.5473866,3.8087446689605713,0
B,2,586,68.2,88.94163,0.9744262099266052,1
B,2,2755,6.4,2.6547525,3.680293321609497,0
B,2,1888,5.92,12.286251,0.06920981407165527,0
B,2,241,15.1,11.463562,0.5563685894012451,0
B,2,2756,44.0,54.48694,2.584594964981079,0
B,2,1946,40.4,27.40543,1.5434776544570923,1
B,2,1118,14.5,19.051441,0.5979655385017395,0
B,2,62,20.45,15.1924715,2.059687852859497,0
B,2,216,33.0,30.647411,0.19727715849876404,0
B,2,1559,10.6,13.131638,0.9891112446784973,0
B,2,2758,2.891666667,4.5393667,4.77501916885376,0
B,2,2760,1.658,2.6031344,6.780398368835449,0
B,2,581,5.3,5.601762,2.0931670665740967,0
B,2,1945,115.25,100.350845,0.873894989490509,1
B,2,502,5.2,2.9318833,2.8760015964508057,0
B,2,1933,2.71,2.4399266,3.3059639930725098,0
B,2,2762,40.6,31.827288,5.550416469573975,0
B,2,294,32.0,30.325949,1.851800560951233,0
B,2,476,79.89,63.706314,0.4026440680027008,1
B,2,208,5.03,4.1648083,2.509784698486328,0
B,2,866,91.3,75.79267,2.086709499359131,1
B,2,82,1.78,5.5407043,1.181260585784912,0
B,2,375,115.0,96.87889,1.2244696617126465,1
B,2,2764,15.0,37.087414,3.3333845138549805,1
B,2,2765,0.066,0.30786568,6.03449010848999,0
B,2,1799,0.17,5.079025,3.2657642364501953,0
B,2,338,40.2,29.11051,6.969858169555664,0
B,2,2766,24.5,20.9277,0.5343349575996399,0
B,2,369,3.396,3.6953058,3.6493618488311768,0
B,2,127,3.2945,3.0871258,4.393465042114258,0
B,2,204,31.4,20.057568,1.6441835165023804,0
B,2,2768,9.0,4.958855,3.7764182090759277,0
B,2,119,23.304,14.859534,1.5370417833328247,0
B,2,1924,5.57,2.615238,3.3691203594207764,0
B,2,216,30.5,28.01012,0.19630876183509827,0
B,2,216,34.8,25.485907,0.20526497066020966,0
B,2,6,29.0,30.67974,1.1454399824142456,0
B,2,1677,4.58,3.8579497,3.966092348098755,0
B,2,157,0.072,0.23479633,3.574885129928589,0
B,2,62,20.1,14.291611,2.0257647037506104,0
B,2,216,30.6,23.237371,0.2200593650341034,0
B,2,2764,14.0,35.46847,2.8942184448242188,1
B,2,1754,21.3,14.0049925,1.783023715019226,0
B,2,928,14.6,17.07927,1.4540027379989624,0
B,2,886,1.475,4.0401697,1.5261298418045044,0
B,2,152,89.0,79.63164,0.09654302895069122,0
B,2,1012,49.0,29.206938,2.2987723350524902,1
B,2,2762,28.2,29.117813,5.517171859741211,0
B,2,273,55.0,33.473686,0.4066613018512726,1
B,2,1167,4.5,2.8554802,4.188714504241943,0
B,2,2105,10.29,11.140956,0.11459217965602875,0
B,2,79,12.9,10.494551,0.34386271238327026,0
B,2,4,5.35,6.2168326,4.717446804046631,0
B,2,84,6.6,5.9547725,3.0469305515289307,0
B,2,586,67.7,78.96,1.2869211435317993,0
B,2,336,56.4,54.16169,0.33982548117637634,0
B,2,431,4.57,5.996629,1.781764030456543,0
B,2,684,123.0,114.97621,1.4008595943450928,0
B,2,68,4.9,5.623673,5.286111831665039,0
B,2,2683,1.44,1.6771574,2.5082054138183594,0
B,2,2775,27.0,36.424294,1.2798267602920532,0
B,2,476,64.8,47.00949,0.488152414560318,1
B,2,290,72.0,67.71919,0.13768330216407776,0
B,2,735,9.0,6.396198,3.452296257019043,0
B,2,240,18.0,32.468807,0.660095751285553,1
B,2,236,28.0,58.787125,0.52875816822052,1
B,2,739,65.0,66.65612,1.0384067296981812,0
B,2,587,97.0,48.67816,0.704833984375,1
B,2,216,12.0,31.968746,0.1968459039926529,1
B,2,216,29.0,20.055937,0.19649359583854675,0
B,2,1485,1.27,2.3676345,1.2914026975631714,0
B,2,356,7.6,7.5444627,2.8632009029388428,0
B,2,595,0.47,3.8271992,5.081519603729248,0
B,2,671,2.16,4.5440507,3.403151273727417,0
B,2,1890,0.0775,2.8505652,6.2639479637146,0
B,2,176,6.9,6.049677,3.3034706115722656,0
B,2,2688,2.45,3.6578226,2.3340253829956055,0
B,2,2780,7.5,5.2702208,5.168345928192139,0
B,2,1056,1.61,1.550892,5.292884349822998,0
B,2,1459,13.0,15.632456,3.7870023250579834,0
B,2,1247,4.4,3.7997167,3.955573797225952,0
B,2,356,5.6,6.5035386,2.071855306625366,0
B,2,237,15.1,14.540351,4.125999450683594,0
B,2,826,3.74,3.112783,3.160080909729004,0
B,2,655,11.2,23.249123,0.8385447263717651,1
B,2,2335,9.22,8.285135,2.670833110809326,0
B,2,2561,3.65,3.229453,5.928247451782227,0
B,2,1863,0.22,1.0563192,5.605565071105957,0
B,2,291,76.0,104.2373,0.35213327407836914,1
B,2,1242,96.9,50.088985,2.595360040664673,1
B,2,2783,0.75,1.5625253,3.533691167831421,0
B,2,2784,4.0,3.7399027,2.845125675201416,0
B,2,1332,83.0,84.41385,0.43924975395202637,0
B,2,586,67.4,87.039314,1.0059725046157837,1
B,2,152,80.5,71.94642,0.47511526942253113,0
B,2,273,28.0,28.270054,0.9666048884391785,0
B,2,655,15.3,18.875732,0.843829333782196,0
B,2,349,8.4,8.313171,1.2691316604614258,0
B,2,1404,4.615,3.1992314,4.4842610359191895,0
B,2,2787,0.805,0.8582268,5.345219135284424,0
B,2,1056,1.87,2.5100374,5.352236747741699,0
B,2,473,46.5,68.849396,0.5890030860900879,1
B,2,2789,8.375,4.8049536,8.059035301208496,0
B,2,79,8.8,11.631018,0.5764834880828857,0
B,2,2458,9.24,1.8657225,5.2097978591918945,0
B,2,54,7.85,7.327385,2.1809377670288086,0
B,2,240,30.31,32.38982,0.21564242243766785,0
B,2,1656,3.59,3.8401334,3.7270171642303467,0
B,2,209,0.43,2.6138701,5.582034587860107,0
B,2,332,18.0,13.779088,3.361072301864624,0
B,2,476,77.75,66.162544,0.8066967129707336,1
B,2,2792,25.0,44.93619,0.7259485125541687,1
B,2,581,4.125,4.8561506,2.086268186569214,0
B,2,2793,1.675,2.869544,1.5059633255004883,0
B,2,130,0.48,1.7300273,2.595228910446167,0
B,2,2762,35.7,29.346617,5.468673229217529,0
B,2,655,20.5,30.595045,0.8430277705192566,0
B,2,286,56.1,61.966476,0.16634312272071838,0
B,2,1118,14.0,18.586445,0.5981045365333557,0
B,2,463,27.6,23.054533,2.0096230506896973,0
B,2,286,56.1,57.400234,0.21734686195850372,0
B,2,1553,1.52,2.728052,3.027268171310425,0
B,2,769,43.0,62.049656,0.2522647976875305,1
B,2,684,133.4,124.2454,1.2263590097427368,0
B,2,816,25.61,18.15339,0.5141074061393738,0
B,2,1521,0.41,2.6595988,4.879955291748047,0
B,2,356,6.5,5.485586,2.2168233394622803,0
B,2,826,4.71,2.5335577,2.2616796493530273,0
B,2,202,4.14,4.540729,2.8755462169647217,0
B,2,344,16.475,11.308851,0.7515645623207092,0
B,2,341,0.87,1.8234217,1.1544984579086304,0
B,2,173,2.84,3.1550984,2.901198625564575,0
B,2,2244,54.9,61.77083,0.7390937805175781,0
B,2,218,7.5,10.3950405,0.6206834316253662,0
B,2,473,53.0,65.03027,0.5617849826812744,1
B,2,110,0.36,1.6025704,7.096211910247803,0
B,2,1118,9.5,19.262373,0.6018227338790894,0
B,2,356,12.75,5.1321936,3.1853983402252197,0
B,2,739,47.0,61.47041,1.0656245946884155,1
B,2,642,86.3,76.95937,0.18204933404922485,0
B,2,2800,1.04,3.2354095,1.812711477279663,0
B,2,1888,9.6,10.947443,0.10125091671943665,0
B,2,2422,2.72,2.435484,2.652702808380127,0
B,2,1346,34.0,59.154682,0.13884401321411133,1
B,2,2215,3.76,8.151047,4.181009769439697,0
B,2,596,9.0,16.26675,1.1614737510681152,0
B,2,1056,1.74,1.813376,5.293175220489502,0
B,2,2803,0.59,3.3261302,5.07388162612915,0
B,2,2668,62.3,58.221245,1.4358291625976562,0
B,2,2002,2.9,5.510947,2.231891632080078,0
B,2,130,0.65,1.6770245,2.5949478149414062,0
B,2,473,78.0,57.673546,0.4487133026123047,1
B,2,2430,30.9,81.55569,1.576540231704712,1
B,2,1618,37.0,69.235504,1.4418551921844482,1
B,2,2808,11.3,15.403026,2.6736979484558105,0
B,2,216,22.0,25.969007,0.20112107694149017,0
B,2,2458,7.61,2.0221477,5.518749713897705,0
B,2,2809,1.3825,2.6148932,0.9214118719100952,0
B,2,336,10.6,21.205612,0.3512987494468689,0
B,2,2072,24.0,61.907024,2.4026224613189697,1
B,2,733,5.08,4.113009,1.6919561624526978,0
B,2,2811,1.545,3.0425522,5.01088285446167,0
B,2,649,84.7,87.87783,0.35824552178382874,0
B,2,1559,3.2,13.68137,2.3343796730041504,0
B,2,1685,0.14,2.4170945,5.433145046234131,0
B,2,1494,12.2,13.535921,1.2577208280563354,0
B,2,1677,4.9,5.054294,4.023289680480957,0
B,2,581,5.89,5.0963845,1.329937219619751,0
B,2,2814,50.5,41.608845,0.8211246132850647,0
B,2,431,3.16,5.649479,1.7868655920028687,0
B,2,6,36.4,19.402237,1.1421736478805542,1
B,2,6,29.5,26.82461,1.1411961317062378,0
B,2,2156,5.74,4.668138,5.708734035491943,0
B,2,2392,10.0,9.056074,6.250516414642334,0
B,2,2320,2.01,3.6391532,3.0825374126434326,0
B,2,122,7.0,5.025021,4.9677534103393555,0
B,2,1400,10.74,7.695852,8.377294540405273,0
B,2,504,18.7,17.172379,1.6298552751541138,0
B,2,2454,41.5,32.760708,0.5735410451889038,0
B,2,503,6.5,11.539088,0.8567801713943481,0
B,2,2821,23.6,22.93648,2.3583552837371826,0
B,2,475,1.933333333,3.5336988,3.049391508102417,0
B,2,1346,31.0,51.208904,0.1628970205783844,1
B,2,753,21.0,65.30873,2.5062758922576904,1
B,2,119,25.2,16.035906,1.5348179340362549,0
B,2,2822,4.0,3.0702612,1.4804235696792603,0
B,2,129,65.0,72.40671,0.1317194104194641,0
B,2,643,3.31,3.7752302,2.3474655151367188,0
B,2,501,16.25,19.357542,0.5774058103561401,0
B,2,2828,1.2,6.810274,5.818317890167236,0
B,2,216,13.0,18.816132,0.19652406871318817,0
B,2,204,22.0,15.655607,1.3860036134719849,0
B,2,23,17.7,16.018353,1.1900638341903687,0
B,2,1235,65.0,66.53084,0.13123555481433868,0
B,2,660,2.8,3.9137998,6.039350986480713,0
B,2,130,0.55,1.7126485,2.5961523056030273,0
B,2,364,6.29,3.2621286,6.726770401000977,0
B,2,286,65.4,64.671555,0.4569690525531769,0
B,2,286,82.0,77.116,0.156695157289505,0
B,2,2832,6.46,6.1061373,0.69353848695755,0
B,2,216,34.3,19.267914,0.3092542886734009,1
